"","publicationDate","country","total_awards","albumCount","lat","lon","continent"
"1204","1990","Portugal",0,4,"38.7166666666667","-9.133333","Europe"
"1205","1990","Senegal",0,1,"14.7333333333333","-17.633333","Africa"
"1206","1990","Serbia",0,2,"44.8333333333333","20.5","Europe"
"1207","1990","Slovakia",0,1,"48.15","17.116667","Europe"
"1208","1990","Slovenia",0,2,"46.05","14.516667","Europe"
"1209","1990","South Africa",0,4,"-25.7","28.216667","Africa"
"1210","1990","Spain",1,40,"40.4","-3.683333","Europe"
"1211","1990","Sweden",0,27,"59.3333333333333","18.05","Europe"
"1212","1990","Switzerland",0,5,"46.9166666666667","7.466667","Europe"
"1213","1990","Turkey",0,12,"39.9333333333333","32.866667","Europe"
"1214","1990","Ukraine",0,1,"50.4333333333333","30.516667","Europe"
"1215","1990","United Kingdom",37,286,"51.5","-0.083333","Europe"
"1216","1990","United States",42,750,"38.883333","-77","Central America"
"1217","1990","Unknown",1,156,"Unknown","Unknown","Unknown"
"1218","1990","Venezuela",0,4,"10.4833333333333","-66.866667","South America"
"1219","1991","Argentina",0,35,"-34.5833333333333","-58.666667","South America"
"1220","1991","Australia",1,41,"-35.2666666666667","149.133333","Australia"
"1221","1991","Austria",0,9,"48.2","16.366667","Europe"
"1222","1991","Belgium",0,16,"50.8333333333333","4.333333","Europe"
"1223","1991","Brazil",0,43,"-15.7833333333333","-47.916667","South America"
"1224","1991","Canada",2,73,"45.4166666666667","-75.7","Central America"
"1225","1991","Chile",0,2,"-33.45","-70.666667","South America"
"1226","1991","Colombia",0,6,"4.6","-74.083333","South America"
"1227","1991","Croatia",0,1,"45.8","16","Europe"
"1228","1991","Cuba",0,4,"23.1166666666667","-82.35","North America"
"1229","1991","Czech Republic",0,12,"50.0833333333333","14.466667","Europe"
"1230","1991","Denmark",0,9,"55.6666666666667","12.583333","Europe"
"1231","1991","Estonia",0,1,"59.4333333333333","24.716667","Europe"
"1232","1991","Finland",0,39,"60.1666666666667","24.933333","Europe"
"1233","1991","France",0,60,"48.8666666666667","2.333333","Europe"
"1234","1991","Germany",0,107,"52.5166666666667","13.4","Europe"
"1235","1991","Greece",1,2,"37.9833333333333","23.733333","Europe"
"1236","1991","Guatemala",0,1,"14.6166666666667","-90.516667","Central America"
"1237","1991","Honduras",0,1,"14.1","-87.216667","Central America"
"1238","1991","Hungary",0,6,"47.5","19.083333","Europe"
"1239","1991","Iceland",0,1,"64.15","-21.95","Europe"
"1240","1991","Indonesia",0,1,"-6.16666666666667","106.816667","Asia"
"1241","1991","Ireland",2,18,"53.3166666666667","-6.233333","Europe"
"1242","1991","Italy",1,59,"41.9","12.483333","Europe"
"1243","1991","Jamaica",1,10,"18","-76.8","North America"
"1244","1991","Japan",0,18,"35.6833333333333","139.75","Asia"
"1245","1991","Lithuania",0,3,"54.6833333333333","25.316667","Europe"
"1246","1991","Malaysia",0,2,"3.16666666666667","101.7","Asia"
"1247","1991","Mexico",0,23,"19.4333333333333","-99.133333","Central America"
"1248","1991","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"1249","1991","Netherlands",0,26,"52.35","4.916667","Europe"
"1250","1991","Norway",0,12,"59.9166666666667","10.75","Europe"
"1251","1991","Pakistan",0,2,"33.6833333333333","73.05","Asia"
"1252","1991","Panama",0,1,"8.96666666666667","-79.533333","Central America"
"1253","1991","Philippines",0,1,"14.6","120.966667","Asia"
"1254","1991","Poland",0,34,"52.25","21","Europe"
"1255","1991","Portugal",0,4,"38.7166666666667","-9.133333","Europe"
"1256","1991","Russia",0,2,"55.75","37.6","Europe"
"1257","1991","Serbia",0,2,"44.8333333333333","20.5","Europe"
"1258","1991","Slovakia",0,1,"48.15","17.116667","Europe"
"1259","1991","Slovenia",0,2,"46.05","14.516667","Europe"
"1260","1991","South Africa",0,4,"-25.7","28.216667","Africa"
"1261","1991","Spain",0,39,"40.4","-3.683333","Europe"
"1262","1991","Sweden",1,38,"59.3333333333333","18.05","Europe"
"1263","1991","Switzerland",0,12,"46.9166666666667","7.466667","Europe"
"1264","1991","Turkey",0,12,"39.9333333333333","32.866667","Europe"
"1265","1991","United Kingdom",23,291,"51.5","-0.083333","Europe"
"1266","1991","United States",42,883,"38.883333","-77","Central America"
"1267","1991","Unknown",1,172,"Unknown","Unknown","Unknown"
"1268","1991","Uruguay",0,2,"-34.85","-56.166667","South America"
"1269","1991","Venezuela",0,3,"10.4833333333333","-66.866667","South America"
"1270","1992","Argentina",0,30,"-34.5833333333333","-58.666667","South America"
"1271","1992","Australia",18,36,"-35.2666666666667","149.133333","Australia"
"1272","1992","Austria",0,9,"48.2","16.366667","Europe"
"1273","1992","Belgium",0,15,"50.8333333333333","4.333333","Europe"
"1274","1992","Brazil",0,51,"-15.7833333333333","-47.916667","South America"
"1275","1992","Burundi",0,1,"-3.36666666666667","29.35","Africa"
"1276","1992","Canada",1,77,"45.4166666666667","-75.7","Central America"
"1277","1992","Chile",0,7,"-33.45","-70.666667","South America"
"1278","1992","China",0,1,"39.9166666666667","116.383333","Asia"
"1279","1992","Colombia",0,6,"4.6","-74.083333","South America"
"1280","1992","Croatia",0,3,"45.8","16","Europe"
"1281","1992","Cuba",0,2,"23.1166666666667","-82.35","North America"
"1282","1992","Czech Republic",0,14,"50.0833333333333","14.466667","Europe"
"1283","1992","Democratic Republic of the Congo",0,1,"-4.31666666666667","15.3","Africa"
"1284","1992","Denmark",0,13,"55.6666666666667","12.583333","Europe"
"1285","1992","Dominican Republic",0,1,"18.4666666666667","-69.9","North America"
"1286","1992","Estonia",0,2,"59.4333333333333","24.716667","Europe"
"1287","1992","Finland",0,40,"60.1666666666667","24.933333","Europe"
"1288","1992","France",0,68,"48.8666666666667","2.333333","Europe"
"1289","1992","Germany",4,119,"52.5166666666667","13.4","Europe"
"1290","1992","Greece",1,5,"37.9833333333333","23.733333","Europe"
"1291","1992","Hungary",0,10,"47.5","19.083333","Europe"
"1292","1992","Iceland",0,3,"64.15","-21.95","Europe"
"1293","1992","India",0,2,"28.6","77.2","Asia"
"1294","1992","Indonesia",0,3,"-6.16666666666667","106.816667","Asia"
"1295","1992","Ireland",0,23,"53.3166666666667","-6.233333","Europe"
"1296","1992","Italy",0,81,"41.9","12.483333","Europe"
"1297","1992","Jamaica",2,16,"18","-76.8","North America"
"1298","1992","Japan",0,19,"35.6833333333333","139.75","Asia"
"1299","1992","Lithuania",0,5,"54.6833333333333","25.316667","Europe"
"1300","1992","Malaysia",0,2,"3.16666666666667","101.7","Asia"
"1301","1992","Mexico",0,39,"19.4333333333333","-99.133333","Central America"
"1302","1992","Monaco",0,1,"43.7333333333333","7.416667","Europe"
"1303","1992","Netherlands",0,31,"52.35","4.916667","Europe"
"1304","1992","New Zealand",0,3,"-41.3","174.783333","Australia"
"1305","1992","Nigeria",0,1,"9.08333333333333","7.533333","Africa"
"1306","1992","Norway",0,14,"59.9166666666667","10.75","Europe"
"1307","1992","Panama",0,1,"8.96666666666667","-79.533333","Central America"
"1308","1992","Peru",0,1,"-12.05","-77.05","South America"
"1309","1992","Poland",0,33,"52.25","21","Europe"
"1310","1992","Portugal",0,9,"38.7166666666667","-9.133333","Europe"
"1311","1992","Russia",0,1,"55.75","37.6","Europe"
"1312","1992","Senegal",0,1,"14.7333333333333","-17.633333","Africa"
"1313","1992","Slovakia",0,1,"48.15","17.116667","Europe"
"1314","1992","Slovenia",0,2,"46.05","14.516667","Europe"
"1315","1992","South Africa",0,5,"-25.7","28.216667","Africa"
"1316","1992","South Korea",0,5,"37.55","126.983333","Asia"
"1317","1992","Spain",0,46,"40.4","-3.683333","Europe"
"1318","1992","Sweden",8,58,"59.3333333333333","18.05","Europe"
"1319","1992","Switzerland",0,8,"46.9166666666667","7.466667","Europe"
"1320","1992","The Bahamas",1,1,"25.0833333333333","-77.35","North America"
"1321","1992","Turkey",0,15,"39.9333333333333","32.866667","Europe"
"1322","1992","United Kingdom",48,293,"51.5","-0.083333","Europe"
"1323","1992","United States",39,894,"38.883333","-77","Central America"
"1324","1992","Unknown",3,203,"Unknown","Unknown","Unknown"
"1325","1992","Uruguay",0,2,"-34.85","-56.166667","South America"
"1326","1992","Venezuela",0,4,"10.4833333333333","-66.866667","South America"
"1327","1993","Algeria",0,1,"36.75","3.05","Africa"
"1328","1993","Argentina",0,33,"-34.5833333333333","-58.666667","South America"
"1329","1993","Australia",0,43,"-35.2666666666667","149.133333","Australia"
"1330","1993","Austria",1,13,"48.2","16.366667","Europe"
"1331","1993","Belgium",0,23,"50.8333333333333","4.333333","Europe"
"1332","1993","Bermuda",0,2,"32.2833333333333","-64.783333","North America"
"1333","1993","Bosnia and Herzegovina",0,2,"43.8666666666667","18.416667","Europe"
"1334","1993","Brazil",0,61,"-15.7833333333333","-47.916667","South America"
"1335","1993","Canada",4,99,"45.4166666666667","-75.7","Central America"
"1336","1993","Chile",0,4,"-33.45","-70.666667","South America"
"1337","1993","China",0,1,"39.9166666666667","116.383333","Asia"
"1338","1993","Colombia",0,10,"4.6","-74.083333","South America"
"1339","1993","Croatia",0,5,"45.8","16","Europe"
"1340","1993","Cuba",0,3,"23.1166666666667","-82.35","North America"
"1341","1993","Czech Republic",0,14,"50.0833333333333","14.466667","Europe"
"1342","1993","Denmark",0,14,"55.6666666666667","12.583333","Europe"
"1343","1993","Estonia",0,3,"59.4333333333333","24.716667","Europe"
"1344","1993","Finland",0,44,"60.1666666666667","24.933333","Europe"
"1345","1993","France",0,71,"48.8666666666667","2.333333","Europe"
"1346","1993","Germany",5,138,"52.5166666666667","13.4","Europe"
"1347","1993","Greece",0,7,"37.9833333333333","23.733333","Europe"
"1348","1993","Guatemala",0,1,"14.6166666666667","-90.516667","Central America"
"1349","1993","Hungary",0,9,"47.5","19.083333","Europe"
"1350","1993","Iceland",0,2,"64.15","-21.95","Europe"
"1351","1993","India",0,2,"28.6","77.2","Asia"
"1352","1993","Indonesia",0,1,"-6.16666666666667","106.816667","Asia"
"1353","1993","Iran",0,1,"35.7","51.416667","Asia"
"1354","1993","Ireland",1,19,"53.3166666666667","-6.233333","Europe"
"1355","1993","Israel",0,1,"31.7666666666667","35.233333","Asia"
"1356","1993","Italy",1,76,"41.9","12.483333","Europe"
"1357","1993","Jamaica",0,16,"18","-76.8","North America"
"1358","1993","Japan",0,15,"35.6833333333333","139.75","Asia"
"1359","1993","Latvia",0,1,"56.95","24.1","Europe"
"1360","1993","Lithuania",0,4,"54.6833333333333","25.316667","Europe"
"1361","1993","Malaysia",0,2,"3.16666666666667","101.7","Asia"
"1362","1993","Mexico",0,28,"19.4333333333333","-99.133333","Central America"
"1363","1993","Monaco",1,1,"43.7333333333333","7.416667","Europe"
"1364","1993","Netherlands",0,33,"52.35","4.916667","Europe"
"1365","1993","New Zealand",0,3,"-41.3","174.783333","Australia"
"1366","1993","Norway",0,25,"59.9166666666667","10.75","Europe"
"1367","1993","Pakistan",0,1,"33.6833333333333","73.05","Asia"
"1368","1993","Panama",0,1,"8.96666666666667","-79.533333","Central America"
"1369","1993","Peru",0,1,"-12.05","-77.05","South America"
"1370","1993","Philippines",0,3,"14.6","120.966667","Asia"
"1371","1993","Poland",0,41,"52.25","21","Europe"
"1372","1993","Portugal",0,6,"38.7166666666667","-9.133333","Europe"
"1373","1993","Romania",0,1,"44.4333333333333","26.1","Europe"
"1374","1993","Russia",0,2,"55.75","37.6","Europe"
"1375","1993","Serbia",0,2,"44.8333333333333","20.5","Europe"
"1376","1993","Slovakia",0,1,"48.15","17.116667","Europe"
"1377","1993","Slovenia",0,3,"46.05","14.516667","Europe"
"1378","1993","South Africa",0,4,"-25.7","28.216667","Africa"
"1379","1993","South Korea",0,2,"37.55","126.983333","Asia"
"1380","1993","Spain",0,43,"40.4","-3.683333","Europe"
"1381","1993","Sweden",2,74,"59.3333333333333","18.05","Europe"
"1382","1993","Switzerland",0,11,"46.9166666666667","7.466667","Europe"
"1383","1993","Trinidad and Tobago",2,1,"10.65","-61.516667","North America"
"1384","1993","Turkey",0,18,"39.9333333333333","32.866667","Europe"
"1385","1993","United Kingdom",33,323,"51.5","-0.083333","Europe"
"1386","1993","United States",68,1031,"38.883333","-77","Central America"
"1387","1993","Unknown",3,222,"Unknown","Unknown","Unknown"
"1388","1993","Venezuela",0,3,"10.4833333333333","-66.866667","South America"
"1389","1993)|Tim Burton's The Nightmare Before Christmas (1993)]","United States",0,1,"38.883333","-77","Central America"
"1390","1994","Argentina",0,39,"-34.5833333333333","-58.666667","South America"
"1391","1994","Australia",4,39,"-35.2666666666667","149.133333","Australia"
"1392","1994","Austria",0,13,"48.2","16.366667","Europe"
"1393","1994","Belgium",0,18,"50.8333333333333","4.333333","Europe"
"1394","1994","Bermuda",0,1,"32.2833333333333","-64.783333","North America"
"1395","1994","Brazil",0,58,"-15.7833333333333","-47.916667","South America"
"1396","1994","Cameroon",0,1,"3.86666666666667","11.516667","Africa"
"1397","1994","Canada",1,99,"45.4166666666667","-75.7","Central America"
"1398","1994","Chile",0,7,"-33.45","-70.666667","South America"
"1399","1994","Colombia",0,8,"4.6","-74.083333","South America"
"1400","1994","Croatia",0,5,"45.8","16","Europe"
"1401","1994","Cuba",0,2,"23.1166666666667","-82.35","North America"
"1402","1994","Czech Republic",0,14,"50.0833333333333","14.466667","Europe"
"1403","1994","Denmark",0,14,"55.6666666666667","12.583333","Europe"
"1404","1994","Estonia",0,2,"59.4333333333333","24.716667","Europe"
"1405","1994","Finland",0,50,"60.1666666666667","24.933333","Europe"
"1406","1994","France",0,58,"48.8666666666667","2.333333","Europe"
"1407","1994","Germany",0,169,"52.5166666666667","13.4","Europe"
"1408","1994","Greece",0,7,"37.9833333333333","23.733333","Europe"
"1409","1994","Guatemala",0,2,"14.6166666666667","-90.516667","Central America"
"1410","1994","Hungary",0,9,"47.5","19.083333","Europe"
"1411","1994","Iceland",0,1,"64.15","-21.95","Europe"
"1412","1994","Indonesia",0,1,"-6.16666666666667","106.816667","Asia"
"1413","1994","Ireland",3,18,"53.3166666666667","-6.233333","Europe"
"1414","1994","Israel",0,4,"31.7666666666667","35.233333","Asia"
"1415","1994","Italy",4,105,"41.9","12.483333","Europe"
"1416","1994","Jamaica",0,17,"18","-76.8","North America"
"1417","1994","Japan",0,26,"35.6833333333333","139.75","Asia"
"1418","1994","Latvia",0,2,"56.95","24.1","Europe"
"1419","1994","Lithuania",0,13,"54.6833333333333","25.316667","Europe"
"1420","1994","Malaysia",0,1,"3.16666666666667","101.7","Asia"
"1421","1994","Mexico",0,50,"19.4333333333333","-99.133333","Central America"
"1422","1994","Monaco",1,2,"43.7333333333333","7.416667","Europe"
"1423","1994","Netherlands",0,32,"52.35","4.916667","Europe"
"1424","1994","New Zealand",2,5,"-41.3","174.783333","Australia"
"1425","1994","Niger",0,1,"13.5166666666667","2.116667","Africa"
"1426","1994","Norway",0,36,"59.9166666666667","10.75","Europe"
"1427","1994","Panama",0,1,"8.96666666666667","-79.533333","Central America"
"1428","1994","Peru",0,3,"-12.05","-77.05","South America"
"1429","1994","Philippines",0,4,"14.6","120.966667","Asia"
"1430","1994","Poland",0,49,"52.25","21","Europe"
"1431","1994","Portugal",0,7,"38.7166666666667","-9.133333","Europe"
"1432","1994","Russia",0,2,"55.75","37.6","Europe"
"1433","1994","Senegal",0,1,"14.7333333333333","-17.633333","Africa"
"1434","1994","Serbia",0,3,"44.8333333333333","20.5","Europe"
"1435","1994","Slovakia",0,4,"48.15","17.116667","Europe"
"1436","1994","Slovenia",0,4,"46.05","14.516667","Europe"
"1437","1994","South Africa",0,5,"-25.7","28.216667","Africa"
"1438","1994","South Korea",0,3,"37.55","126.983333","Asia"
"1439","1994","Spain",1,51,"40.4","-3.683333","Europe"
"1440","1994","Sweden",5,95,"59.3333333333333","18.05","Europe"
"1441","1994","Switzerland",0,13,"46.9166666666667","7.466667","Europe"
"1442","1994","The Bahamas",1,1,"25.0833333333333","-77.35","North America"
"1443","1994","Turkey",0,24,"39.9333333333333","32.866667","Europe"
"1444","1994","United Kingdom",11,330,"51.5","-0.083333","Europe"
"1445","1994","United States",52,1178,"38.883333","-77","Central America"
"1446","1994","Unknown",0,270,"Unknown","Unknown","Unknown"
"1447","1994","Uruguay",0,3,"-34.85","-56.166667","South America"
"1448","1994","Venezuela",0,3,"10.4833333333333","-66.866667","South America"
"1449","1995","Argentina",0,38,"-34.5833333333333","-58.666667","South America"
"1450","1995","Australia",2,51,"-35.2666666666667","149.133333","Australia"
"1451","1995","Austria",0,18,"48.2","16.366667","Europe"
"1452","1995","Barbados",0,1,"13.1","-59.616667","North America"
"1453","1995","Belgium",0,18,"50.8333333333333","4.333333","Europe"
"1454","1995","Bosnia and Herzegovina",0,1,"43.8666666666667","18.416667","Europe"
"1455","1995","Brazil",0,70,"-15.7833333333333","-47.916667","South America"
"1456","1995","Canada",4,125,"45.4166666666667","-75.7","Central America"
"1457","1995","Chile",0,7,"-33.45","-70.666667","South America"
"1458","1995","China",0,1,"39.9166666666667","116.383333","Asia"
"1459","1995","Colombia",2,11,"4.6","-74.083333","South America"
"1460","1995","Croatia",0,5,"45.8","16","Europe"
"1461","1995","Cuba",0,2,"23.1166666666667","-82.35","North America"
"1462","1995","Czech Republic",0,19,"50.0833333333333","14.466667","Europe"
"1463","1995","Democratic Republic of the Congo",0,1,"-4.31666666666667","15.3","Africa"
"1464","1995","Denmark",0,21,"55.6666666666667","12.583333","Europe"
"1465","1995","Estonia",0,1,"59.4333333333333","24.716667","Europe"
"1466","1995","Finland",0,51,"60.1666666666667","24.933333","Europe"
